relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,relationship_type,cardinality,cross_cluster,consistency_model,sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,description
rel-001963,notification,notification-02,pg-cluster-015,notification_svc_02,notification,request_notification,request_id,customer,customer-03,pg-cluster-123,customer_svc_03,customer,policy_customer,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.policy_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001964,notification,notification-03,pg-cluster-022,notification_svc_03,notification,configuration_notification,configuration_id,customer,customer-04,pg-cluster-134,customer_svc_04,customer,line_customer,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.line_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001965,notification,notification-03,pg-cluster-029,notification_svc_03,notification,offer_notification,offer_id,customer,customer-05,pg-cluster-145,customer_svc_05,customer,approval_customer,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.approval_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001966,notification,notification-04,pg-cluster-036,notification_svc_04,notification,job_notification,job_id,customer,customer-06,pg-cluster-156,customer_svc_06,customer,variant_customer,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.variant_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001967,notification,notification-05,pg-cluster-043,notification_svc_05,notification,decision_notification,decision_id,customer,customer-07,pg-cluster-167,customer_svc_07,customer,channel_customer,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.channel_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001968,notification,notification-05,pg-cluster-050,notification_svc_05,notification,forecast_notification,forecast_id,customer,customer-08,pg-cluster-178,customer_svc_08,customer,settlement_customer,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.settlement_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001969,notification,notification-06,pg-cluster-057,notification_svc_06,notification,media_notification,media_id,customer,customer-09,pg-cluster-189,customer_svc_09,customer,return_customer,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.return_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001970,notification,notification-07,pg-cluster-064,notification_svc_07,notification,impression_notification,impression_id,customer,customer-10,pg-cluster-200,customer_svc_10,customer,owner_customer,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.owner_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001971,notification,notification-08,pg-cluster-071,notification_svc_08,notification,provider_notification,provider_id,customer,customer-02,pg-cluster-111,customer_svc_02,customer,item_customer,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.item_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001972,notification,notification-08,pg-cluster-078,notification_svc_08,notification,settlement_notification,settlement_id,customer,customer-03,pg-cluster-122,customer_svc_03,customer,configuration_customer,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.configuration_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001973,notification,notification-09,pg-cluster-085,notification_svc_09,notification,stop_notification,stop_id,customer,customer-04,pg-cluster-133,customer_svc_04,customer,invoice_customer,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.invoice_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001974,notification,notification-10,pg-cluster-092,notification_svc_10,notification,rating_notification,rating_id,customer,customer-05,pg-cluster-144,customer_svc_05,customer,workflow_customer,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.workflow_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001975,notification,notification-10,pg-cluster-099,notification_svc_10,notification,location_notification,location_id,customer,customer-06,pg-cluster-155,customer_svc_06,customer,attribute_customer,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribute_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001976,notification,notification-01,pg-cluster-006,notification_svc_01,notification,event_notification,event_id,customer,customer-07,pg-cluster-166,customer_svc_07,customer,attribution_customer,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribution_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001977,notification,notification-02,pg-cluster-013,notification_svc_02,notification,snapshot_notification,snapshot_id,customer,customer-08,pg-cluster-177,customer_svc_08,customer,tax_customer,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.tax_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001978,notification,notification-02,pg-cluster-020,notification_svc_02,notification,movement_notification,movement_id,customer,customer-09,pg-cluster-188,customer_svc_09,customer,stock_customer,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.stock_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001979,notification,notification-03,pg-cluster-027,notification_svc_03,notification,segment_notification,segment_id,customer,customer-10,pg-cluster-199,customer_svc_10,customer,location_customer,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.location_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001980,notification,notification-04,pg-cluster-034,notification_svc_04,notification,line_notification,line_id,customer,customer-01,pg-cluster-110,customer_svc_01,customer,mapping_customer,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.mapping_customer,retry_then_dlq,application_or_lakehouse_join,notification logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001981,notification,notification-01,pg-cluster-001,notification_svc_01,notification,account_notification,account_id,order,order-01,pg-cluster-501,order_svc_01,order,account_order,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.account_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001982,notification,notification-01,pg-cluster-008,notification_svc_01,notification,status_notification,status_id,order,order-02,pg-cluster-512,order_svc_02,order,detail_order,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.detail_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001983,notification,notification-02,pg-cluster-015,notification_svc_02,notification,request_notification,request_id,order,order-03,pg-cluster-523,order_svc_03,order,policy_order,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.policy_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001984,notification,notification-03,pg-cluster-022,notification_svc_03,notification,configuration_notification,configuration_id,order,order-04,pg-cluster-534,order_svc_04,order,line_order,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.line_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001985,notification,notification-03,pg-cluster-029,notification_svc_03,notification,offer_notification,offer_id,order,order-05,pg-cluster-545,order_svc_05,order,approval_order,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.approval_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001986,notification,notification-04,pg-cluster-036,notification_svc_04,notification,job_notification,job_id,order,order-06,pg-cluster-556,order_svc_06,order,variant_order,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.variant_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-001987,notification,notification-05,pg-cluster-043,notification_svc_05,notification,decision_notification,decision_id,order,order-07,pg-cluster-567,order_svc_07,order,channel_order,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,order,fk.pg.relation.order.channel_order,retry_then_dlq,application_or_lakehouse_join,notification logically references order; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
